1	-172.32
2	-77.72
3	-317.59
4	-360.27
5	-143.62
6	-44.54
7	-353.19
8	-519.41
9	-232.76
10	-243.63
11	-86.61
12	-90.12
13	-84.73
14	-27.42
15	-99.32
16	-164.08
17	-70.81
18	-192.92
19	-97.64
20	-383.76
21	-138.87
22	-234.04
23	-103.49
24	-122.59
25	-392.06
26	-589.01
27	-343.02
28	-266.69
29	-62.78
30	-80.40
31	-108.15
32	-98.08
33	-185.26
34	-396.61
35	-94.62
36	-272.80
37	-290.93
38	-417.68
39	-121.10
40	-326.86
41	-317.75
42	-99.96
43	-34.50
44	-104.35
45	-282.01
46	-93.18
47	-122.53
48	-130.24
49	-132.24
50	-90.72
51	-219.93
52	-120.08
53	-57.65
54	-284.48
55	-101.60
56	-215.86
57	-101.36
58	-392.76
59	-60.60
60	-248.54
61	-67.18
62	-288.54
63	-127.68
64	-410.03
65	-74.15
66	-224.24
67	-388.46
68	-355.68
69	-125.28
70	-144.53
71	-213.83
72	-296.67
73	-179.89
74	-274.28
75	-221.52
76	-88.78
77	-65.38
78	-159.52
79	-75.84
80	-362.06
81	38.70
82	-86.06
83	-120.42
84	-38.54
85	-104.85
86	-358.84
87	-278.07
88	-88.12
89	-294.51
90	-102.42
91	-85.62
92	-265.46
93	-420.07
94	-98.25
95	-149.10
96	-145.30
97	-377.87
98	-185.65
99	-265.13
100	-116.74
101	-351.31
102	-84.20
103	-126.54
104	-122.52
105	-67.02
106	-160.41
107	-82.74
108	-368.79
109	-411.52
110	-123.19
111	-146.39
112	-161.33
113	-90.06
114	-233.71
115	-151.38
116	-381.46
117	-242.14
118	-159.58
119	-524.70
120	-244.16
121	-25.61
122	-364.72
123	-106.05
124	-64.56
125	-200.42
126	-576.42
127	-195.45
128	-178.01
129	-362.55
130	-301.44
131	-361.37
132	-454.48
133	-72.71
134	-164.33
135	-387.15
136	-111.18
137	-126.76
138	-77.74
139	-90.49
140	-144.76
141	-45.13
142	-164.63
143	-100.46
144	-399.80
145	-317.71
146	-294.34
147	-314.59
148	-322.47
149	-44.85
150	-375.59
151	-66.61
152	-338.10
153	-16.77
154	-333.00
155	-125.53
156	-190.01
157	-259.01
158	-221.12
159	-638.81
160	-111.38
161	-607.57
162	-139.04
163	-363.55
164	-57.54
165	-259.32
166	-65.31
167	-575.78
168	-238.28
169	-166.40
170	-308.59
171	-56.06
172	-65.61
173	-455.90
174	-348.04
175	-461.94
176	-127.46
177	-127.91
178	-539.74
179	-260.95
180	-289.74
181	-179.03
182	-235.19
183	-361.08
184	-371.96
185	-248.05
186	-77.71
187	-226.70
188	-156.81
189	-112.97
190	-126.40
191	-228.71
192	-116.87
193	-283.19
194	-245.76
195	-54.44
196	-130.48
197	-291.48
198	-378.60
199	-263.96
200	-319.82
201	-126.27
202	-295.08
203	-177.18
204	-285.88
205	-470.77
206	-119.38
207	-379.28
208	-365.98
209	-275.52
210	-403.21
211	-505.42
212	-57.68
213	-599.62
214	-444.44
215	-452.98
216	-113.67
217	-322.33
218	-342.81
219	-256.75
220	-448.81
221	-249.88
222	-465.03
223	-384.88
224	-378.71
225	-317.08
226	-262.90
227	-541.73
228	-735.10
229	-533.24
230	-602.79
231	-476.13
232	-516.77
233	-158.62
234	-322.11
235	-533.31
236	-430.86
237	-221.47
238	-360.82
239	-263.73
240	-316.95
241	-447.99
242	-183.88
243	-209.71
244	-339.02
245	-217.03
246	-247.35
247	-654.33
248	-421.20
249	-394.47
250	-507.15
251	-61.24
252	-17.83
253	-266.86
254	-481.36
255	-489.25
256	-429.46
257	-80.66
258	-422.20
259	-462.99
260	-551.80
261	-427.90
262	-426.73
263	-264.03
264	-281.93
265	-616.65
266	-55.93
267	-151.41
268	-455.58
269	-321.25
270	-171.42
271	-423.94
272	-512.27
273	-503.99
274	-521.75
275	-362.89
276	-273.55
277	-700.09
278	-467.44
279	-474.38
280	-445.13
281	-319.96
282	-538.90
283	-59.97
284	-465.00
285	-604.00
286	-95.77
287	-82.71
288	-86.71
289	-255.38
290	-555.84
291	-374.39
292	-240.38
293	-514.35
294	-207.51
295	-543.57
296	-361.75
297	-467.37
298	-603.07
299	-325.04
300	-451.82
301	-119.06
302	-506.01
303	-280.98
304	-417.81
305	-573.69
306	-365.88
307	-476.67
308	-612.23
309	-301.11
310	-383.31
311	-369.29
312	-828.08
313	-577.99
314	-476.73
315	-442.24
316	-410.05
317	-330.77
318	-460.99
319	-540.07
320	-351.96
321	-472.47
322	-417.05
323	-297.83
324	-618.38
325	-410.84
326	-377.59
327	-564.17
328	-97.75
329	-245.79
330	-619.81
331	-275.93
332	-164.28
333	-402.48
334	-588.32
335	-314.41
336	-596.68
337	-142.43
338	-435.20
339	-466.90
340	-595.92
341	-615.70
342	-482.98
343	-402.19
344	-443.18
345	-528.00
346	-349.32
347	-669.23
348	-534.45
349	-438.70
350	-421.39
351	-534.88
352	-357.13
353	-589.79
354	-580.67
355	-298.85
356	-266.89
357	-582.09
358	-564.56
359	-613.40
360	-661.81
361	-387.33
362	-338.14
363	-383.94
364	-274.48
365	-450.82
366	-415.98
367	-739.21
368	-529.09
369	-334.39
370	-182.36
371	-482.61
372	-329.38
373	-484.70
374	-831.95
375	-604.67
376	-512.70
377	-589.91
378	-601.97
379	-614.82
380	-629.07
381	-589.22
382	-637.98
383	-370.42
384	-621.81
385	-106.76
386	-379.09
387	-618.75
388	-760.64
389	-576.69
390	-457.95
391	-651.30
392	-592.64
393	-676.03
394	-541.87
395	-312.82
396	-567.78
397	-513.05
398	-673.90
399	-573.42
400	-429.10
401	-815.90
402	-891.64
403	-386.24
404	-622.64
405	-329.31
406	-301.08
407	-485.15
408	-487.87
409	-370.15
410	-201.33
411	-588.54
412	-365.53
413	-376.94
414	-529.39
415	-484.49
416	-551.64
417	-502.71
418	-494.43
419	-448.33
420	-687.59
421	-340.76
422	-221.66
423	-575.78
424	-552.00
425	-902.20
426	-700.20
427	-570.52
428	-524.67
429	-675.09
430	-426.01
431	-758.24
432	-478.83
433	-439.64
434	-438.56
435	-326.15
436	-387.54
437	-559.82
438	-606.25
439	-442.55
440	-630.91
441	-858.50
442	-419.03
443	-644.60
444	-414.97
445	-780.98
446	-453.60
447	-828.06
448	-460.12
449	-331.96
450	-752.75
451	-766.76
452	-545.91
453	-448.96
454	-473.68
455	-406.23
456	-470.61
457	-374.33
458	-489.42
459	-527.92
460	-496.55
461	-641.76
462	-688.75
463	-458.77
464	-456.10
465	-594.28
466	-444.66
467	-950.17
468	-520.30
469	-519.67
470	-873.70
471	-577.58
472	-528.51
473	-903.09
474	-196.00
475	-539.06
476	-731.70
477	-495.11
478	-288.07
479	-505.45
480	-478.47
481	-896.55
482	-702.02
483	-495.82
484	-385.53
485	-518.90
486	-244.98
487	-917.13
488	-381.80
489	-310.39
490	-445.74
491	-409.01
492	-301.24
493	-725.05
494	-275.05
495	-61.55
496	-919.81
497	-582.65
498	-842.88
499	-607.05
500	-253.88
501	-343.47
502	-751.31
503	-434.71
504	-577.77
505	-447.40
506	-672.86
507	-813.38
508	-880.05
509	-307.84
510	-437.11
511	-384.18
512	-556.81
513	-532.04
514	-659.37
515	-487.63
516	-383.72
517	-694.22
518	31.03
519	-416.68
520	-871.88
521	-283.39
522	-514.72
523	-286.14
524	-200.21
525	-336.57
526	-632.90
527	-605.27
528	-765.55
529	-293.51
530	-490.55
531	-319.56
532	-111.64
533	-552.26
534	-364.02
535	-585.56
536	32.38
537	-542.71
538	-245.38
539	-434.30
540	-391.57
541	-421.04
542	-529.93
543	-848.45
544	-378.77
545	-285.87
546	-420.60
547	-415.86
548	-481.24
549	-186.13
550	-656.33
551	39.94
552	-65.13
553	-345.51
554	-311.43
555	-543.61
556	-252.94
557	-198.04
558	-454.20
559	-178.08
560	-403.64
561	-447.37
562	-280.32
563	-353.17
564	-192.92
565	-192.53
566	-311.74
567	-312.47
568	-138.84
569	-293.24
570	-5.29
571	-243.58
572	-343.00
573	-185.16
574	-64.04
575	-79.40
576	-403.99
577	-173.15
578	-143.83
579	-265.25
580	-45.03
581	-270.71
582	-249.93
583	-287.31
584	-227.42
585	-345.43
586	-332.44
587	-66.79
588	-386.75
589	-339.06
590	-243.70
591	-80.93
592	-387.34
593	-513.47
594	-178.20
595	-413.24
596	-140.77
597	-225.05
598	-489.48
599	-254.38
600	-470.11
601	-317.04
602	-105.94
603	-359.82
604	-446.38
605	-448.32
606	-43.78
607	-358.66
608	-183.72
609	-141.06
610	-301.95
611	-516.59
612	-484.40
613	-71.00
614	-504.75
615	-210.80
616	-38.09
617	-116.94
618	-402.74
619	-84.98
620	-57.94
621	-421.52
622	-220.02
623	-47.09
624	-45.15
625	-671.17
626	-279.51
627	-32.40
628	-56.37
629	-324.22
630	-301.52
631	-471.88
632	-345.13
633	-88.97
634	-317.34
635	-175.87
636	-293.02
637	-185.12
638	-334.97
639	-158.92
640	-113.25
641	-169.15
642	-512.61
643	-146.01
644	-73.12
